english,synonym,source
authoritarianism,dictatorship,Open English WordNet 2025 synset
authoritarianism,monocracy,Open English WordNet 2025 synset
authoritarianism,one-man rule,Open English WordNet 2025 synset
authoritarianism,shogunate,Open English WordNet 2025 synset
authoritarianism,stalinism,Open English WordNet 2025 synset
authoritarianism,totalitarianism,Open English WordNet 2025 synset
authoritarianism,tyranny,Open English WordNet 2025 synset
authoritative,authorised,Open English WordNet 2025 synset
authoritative,authorized,Open English WordNet 2025 synset
authoritative,definitive,Open English WordNet 2025 synset
authoritative,important,Open English WordNet 2025 synset
authorities,government,Open English WordNet 2025 synset
authorities,regime,Open English WordNet 2025 synset
authority,agency,Open English WordNet 2025 synset
authority,assurance,Open English WordNet 2025 synset
authority,authorisation,Open English WordNet 2025 synset
authority,authorization,Open English WordNet 2025 synset
authority,bureau,Open English WordNet 2025 synset
authority,confidence,Open English WordNet 2025 synset
authority,dominance,Open English WordNet 2025 synset
authority,federal agency,Open English WordNet 2025 synset
authority,government agency,Open English WordNet 2025 synset
authority,office,Open English WordNet 2025 synset
authority,potency,Open English WordNet 2025 synset
authority,sanction,Open English WordNet 2025 synset
authority,say-so,Open English WordNet 2025 synset
authority,self-assurance,Open English WordNet 2025 synset
authority,self-confidence,Open English WordNet 2025 synset
authority,sureness,Open English WordNet 2025 synset
authorization,authorisation,Open English WordNet 2025 synset
authorization,authority,Open English WordNet 2025 synset
authorization,dominance,Open English WordNet 2025 synset
authorization,empowerment,Open English WordNet 2025 synset
authorization,mandate,Open English WordNet 2025 synset
authorization,potency,Open English WordNet 2025 synset
authorization,sanction,Open English WordNet 2025 synset
authorization,say-so,Open English WordNet 2025 synset
authorize,authorise,Open English WordNet 2025 synset
authorize,clear,Open English WordNet 2025 synset
authorize,empower,Open English WordNet 2025 synset
authorize,pass,Open English WordNet 2025 synset
authorized,authorised,Open English WordNet 2025 synset
authorized,authoritative,Open English WordNet 2025 synset
authorship,composition,Open English WordNet 2025 synset
authorship,paternity,Open English WordNet 2025 synset
authorship,penning,Open English WordNet 2025 synset
authorship,writing,Open English WordNet 2025 synset
auto,automobile,Open English WordNet 2025 synset
auto,car,Open English WordNet 2025 synset
auto,machine,Open English WordNet 2025 synset
auto,motorcar,Open English WordNet 2025 synset
auto-mechanic,automobile mechanic,Open English WordNet 2025 synset
auto-mechanic,car-mechanic,Open English WordNet 2025 synset
auto-mechanic,grease monkey,Open English WordNet 2025 synset
auto-mechanic,mechanic,Open English WordNet 2025 synset
autobus,bus,Open English WordNet 2025 synset
autobus,charabanc,Open English WordNet 2025 synset
autobus,coach,Open English WordNet 2025 synset
autobus,double-decker,Open English WordNet 2025 synset
autobus,jitney,Open English WordNet 2025 synset
autobus,motorbus,Open English WordNet 2025 synset
autobus,motorcoach,Open English WordNet 2025 synset
autobus,omnibus,Open English WordNet 2025 synset
autobus,passenger vehicle,Open English WordNet 2025 synset
autochthonal,autochthonic,Open English WordNet 2025 synset
autochthonal,autochthonous,Open English WordNet 2025 synset
autochthonal,endemic,Open English WordNet 2025 synset
autochthonal,indigenous,Open English WordNet 2025 synset
autochthonic,autochthonal,Open English WordNet 2025 synset
autochthonic,autochthonous,Open English WordNet 2025 synset
autochthonic,endemic,Open English WordNet 2025 synset
autochthonic,indigenous,Open English WordNet 2025 synset
autochthonous,autochthonal,Open English WordNet 2025 synset
autochthonous,autochthonic,Open English WordNet 2025 synset
autochthonous,endemic,Open English WordNet 2025 synset
autochthonous,indigenous,Open English WordNet 2025 synset
autocrat,despot,Open English WordNet 2025 synset
autocrat,tyrant,Open English WordNet 2025 synset
autocratic,authoritarian,Open English WordNet 2025 synset
autocratic,bossy,Open English WordNet 2025 synset
autocratic,despotic,Open English WordNet 2025 synset
autocratic,dictatorial,Open English WordNet 2025 synset
autocratic,dominating,Open English WordNet 2025 synset
autocratic,high-and-mighty,Open English WordNet 2025 synset
autocratic,magisterial,Open English WordNet 2025 synset
autocratic,peremptory,Open English WordNet 2025 synset
autocratic,tyrannic,Open English WordNet 2025 synset
autocratic,tyrannical,Open English WordNet 2025 synset
autocue,prompter,Open English WordNet 2025 synset
autograph,john hancock,Open English WordNet 2025 synset
automate,automatise,Open English WordNet 2025 synset
automate,automatize,Open English WordNet 2025 synset
automatic,automatonlike,Open English WordNet 2025 synset
automatic,machinelike,Open English WordNet 2025 synset
automatic,reflex,Open English WordNet 2025 synset
automatic,reflexive,Open English WordNet 2025 synset
automatic,robotic,Open English WordNet 2025 synset
automatic,robotlike,Open English WordNet 2025 synset
automatic washer,washer,Open English WordNet 2025 synset
automatic washer,washing machine,Open English WordNet 2025 synset
automatise,automate,Open English WordNet 2025 synset
automatise,automatize,Open English WordNet 2025 synset
automatize,automate,Open English WordNet 2025 synset
automatize,automatise,Open English WordNet 2025 synset
automaton,golem,Open English WordNet 2025 synset
automaton,robot,Open English WordNet 2025 synset
automaton,zombi,Open English WordNet 2025 synset
automaton,zombie,Open English WordNet 2025 synset
automatonlike,automatic,Open English WordNet 2025 synset
automatonlike,machinelike,Open English WordNet 2025 synset
automatonlike,robotic,Open English WordNet 2025 synset
automatonlike,robotlike,Open English WordNet 2025 synset
automobile,auto,Open English WordNet 2025 synset
automobile,car,Open English WordNet 2025 synset
automobile,machine,Open English WordNet 2025 synset
automobile,motorcar,Open English WordNet 2025 synset
automobile mechanic,auto-mechanic,Open English WordNet 2025 synset
automobile mechanic,car-mechanic,Open English WordNet 2025 synset
automobile mechanic,grease monkey,Open English WordNet 2025 synset
automobile mechanic,mechanic,Open English WordNet 2025 synset
automobile trunk,boot,Open English WordNet 2025 synset
automobile trunk,luggage compartment,Open English WordNet 2025 synset
automobile trunk,trunk,Open English WordNet 2025 synset
autonomous,independent,Open English WordNet 2025 synset
autonomous,self-directed,Open English WordNet 2025 synset
autonomous,self-governing,Open English WordNet 2025 synset
autonomous,self-reliant,Open English WordNet 2025 synset
autonomous,sovereign,Open English WordNet 2025 synset
autonomy,liberty,Open English WordNet 2025 synset
autonomy,self-direction,Open English WordNet 2025 synset
autonomy,self-reliance,Open English WordNet 2025 synset
autonomy,self-sufficiency,Open English WordNet 2025 synset
autopsy,necropsy,Open English WordNet 2025 synset
autopsy,post-mortem,Open English WordNet 2025 synset
autopsy,post-mortem examination,Open English WordNet 2025 synset
autopsy,postmortem,Open English WordNet 2025 synset
autopsy,postmortem examination,Open English WordNet 2025 synset
autotype,facsimile,Open English WordNet 2025 synset
autumn,fall,Open English WordNet 2025 synset
auxiliary,accessory,Open English WordNet 2025 synset
auxiliary,adjunct,Open English WordNet 2025 synset
auxiliary,adjuvant,Open English WordNet 2025 synset
auxiliary,aide,Open English WordNet 2025 synset
auxiliary,ancillary,Open English WordNet 2025 synset
auxiliary,appurtenant,Open English WordNet 2025 synset
auxiliary,subsidiary,Open English WordNet 2025 synset
auxiliary,supplemental,Open English WordNet 2025 synset
auxiliary,supplementary,Open English WordNet 2025 synset
avail,help,Open English WordNet 2025 synset
avail,service,Open English WordNet 2025 synset
availability,accessibility,Open English WordNet 2025 synset
availability,availableness,Open English WordNet 2025 synset
availability,handiness,Open English WordNet 2025 synset
available,uncommitted,Open English WordNet 2025 synset
available,usable,Open English WordNet 2025 synset
available,useable,Open English WordNet 2025 synset
availableness,accessibility,Open English WordNet 2025 synset
availableness,availability,Open English WordNet 2025 synset
availableness,handiness,Open English WordNet 2025 synset
avant-garde,daring,Open English WordNet 2025 synset
avant-garde,new wave,Open English WordNet 2025 synset
avant-garde,van,Open English WordNet 2025 synset
avant-garde,vanguard,Open English WordNet 2025 synset
avarice,avariciousness,Open English WordNet 2025 synset
avarice,avaritia,Open English WordNet 2025 synset
avarice,covetousness,Open English WordNet 2025 synset
avarice,cupidity,Open English WordNet 2025 synset
avarice,greed,Open English WordNet 2025 synset
avarice,rapacity,Open English WordNet 2025 synset
avaricious,covetous,Open English WordNet 2025 synset
avaricious,grabby,Open English WordNet 2025 synset
avaricious,grasping,Open English WordNet 2025 synset
avaricious,greedy,Open English WordNet 2025 synset
avaricious,prehensile,Open English WordNet 2025 synset
avariciously,covetously,Open English WordNet 2025 synset
avariciously,greedily,Open English WordNet 2025 synset
avariciousness,avarice,Open English WordNet 2025 synset
avariciousness,covetousness,Open English WordNet 2025 synset
avariciousness,cupidity,Open English WordNet 2025 synset
avaritia,avarice,Open English WordNet 2025 synset
avaritia,covetousness,Open English WordNet 2025 synset
avaritia,greed,Open English WordNet 2025 synset
avaritia,rapacity,Open English WordNet 2025 synset
avatar,embodiment,Open English WordNet 2025 synset
avatar,incarnation,Open English WordNet 2025 synset
avenge,retaliate,Open English WordNet 2025 synset
avenge,revenge,Open English WordNet 2025 synset
avenger,retaliator,Open English WordNet 2025 synset
avenue,boulevard,Open English WordNet 2025 synset
aver,affirm,Open English WordNet 2025 synset
aver,allege,Open English WordNet 2025 synset
aver,assert,Open English WordNet 2025 synset
aver,avow,Open English WordNet 2025 synset
aver,say,Open English WordNet 2025 synset
aver,swan,Open English WordNet 2025 synset
aver,swear,Open English WordNet 2025 synset
aver,verify,Open English WordNet 2025 synset
average,fair,Open English WordNet 2025 synset
average,intermediate,Open English WordNet 2025 synset
average,mediocre,Open English WordNet 2025 synset
average,medium,Open English WordNet 2025 synset
average,middling,Open English WordNet 2025 synset
average,norm,Open English WordNet 2025 synset
averment,assertion,Open English WordNet 2025 synset
averment,asseveration,Open English WordNet 2025 synset
averse,antipathetic,Open English WordNet 2025 synset
averse,antipathetical,Open English WordNet 2025 synset
averse,indisposed,Open English WordNet 2025 synset
averse,loath,Open English WordNet 2025 synset
averse,loth,Open English WordNet 2025 synset
aversion,antipathy,Open English WordNet 2025 synset
aversion,averting,Open English WordNet 2025 synset
aversion,distaste,Open English WordNet 2025 synset
avert,avoid,Open English WordNet 2025 synset
avert,debar,Open English WordNet 2025 synset
avert,deflect,Open English WordNet 2025 synset
avert,fend off,Open English WordNet 2025 synset
avert,forefend,Open English WordNet 2025 synset
avert,forfend,Open English WordNet 2025 synset
avert,head off,Open English WordNet 2025 synset
avert,obviate,Open English WordNet 2025 synset
avert,stave off,Open English WordNet 2025 synset
avert,ward off,Open English WordNet 2025 synset
avertable,avertible,Open English WordNet 2025 synset
avertable,avoidable,Open English WordNet 2025 synset
avertable,evitable,Open English WordNet 2025 synset
avertible,avertable,Open English WordNet 2025 synset
avertible,avoidable,Open English WordNet 2025 synset
avertible,evitable,Open English WordNet 2025 synset
averting,aversion,Open English WordNet 2025 synset
avestan,avestan language,Open English WordNet 2025 synset
avestan,zend,Open English WordNet 2025 synset
avestan,zend language,Open English WordNet 2025 synset
avestan language,avestan,Open English WordNet 2025 synset
avestan language,zend,Open English WordNet 2025 synset
avestan language,zend language,Open English WordNet 2025 synset
aviary,bird sanctuary,Open English WordNet 2025 synset
aviary,volary,Open English WordNet 2025 synset
aviate,fly,Open English WordNet 2025 synset
aviate,pilot,Open English WordNet 2025 synset
aviation,air,Open English WordNet 2025 synset
